keyword;pubID
Data;https://doi.org/10.1007/978-1-4939-2092-1_5
Data;https://doi.org/10.1007/978-1-4939-2092-1_10
Data;https://doi.org/10.1007/978-1-4939-2092-1_38
Data;https://doi.org/10.1007/978-3-319-98161-1_5
Data;https://doi.org/10.1007/978-1-4614-8806-4_45
Data;https://doi.org/10.1007/978-3-319-98161-1_1
Data;https://doi.org/10.1007/978-1-4939-2092-1_4
Data;https://doi.org/10.1007/978-1-4939-2092-1_42
Data;https://doi.org/10.1007/978-1-4939-2092-1_1
Data;https://doi.org/10.1007/978-1-4899-7637-6_7
Data;https://doi.org/10.1007/978-3-319-07124-4_11
Data;https://doi.org/10.1007/978-3-319-95504-9_2
Data;https://doi.org/10.1007/978-1-4939-2092-1_16
Data;https://doi.org/10.1007/978-1-4614-8806-4_60
Data;https://doi.org/10.1007/978-3-319-95504-9_5
Data;https://doi.org/10.1007/978-1-4939-2092-1_33
Data;https://doi.org/10.1007/978-1-4939-0790-8_35
Data;https://doi.org/10.1007/978-1-4939-2092-1_30
Data;https://doi.org/10.1007/978-3-319-95504-9_22
Data;https://doi.org/10.1007/978-1-4939-0790-8_34
Data;https://doi.org/10.1007/978-1-4939-2092-1_34
Data;https://doi.org/10.1007/978-1-4939-2092-1_11
Data;https://doi.org/10.1007/978-3-319-95504-9_3
Data;https://doi.org/10.1007/978-1-4939-2092-1_15
Data;https://doi.org/10.1007/978-1-4939-2092-1_9
Data;https://doi.org/10.1007/978-3-319-95504-9_11
Data;https://doi.org/10.1007/978-1-4939-2092-1_17
Data;https://doi.org/10.1007/978-1-4939-2092-1_36
Data;https://doi.org/10.1007/978-1-4939-2092-1_35
Data;https://doi.org/10.1007/978-0-387-39940-9_96
Data;https://doi.org/10.1007/978-1-4614-8265-9_1497
Data;https://doi.org/10.1007/978-1-4614-8265-9_80742
Data;https://doi.org/10.1007/978-0-387-39940-9_92
Data;https://doi.org/10.1007/978-0-387-39940-9_98
Data;https://doi.org/10.1007/978-1-4614-8265-9_1156
Data;https://doi.org/10.1007/978-1-4614-8265-9_1298
Data;https://doi.org/10.1007/978-0-387-39940-9_5003
Data;https://doi.org/10.1007/978-0-387-39940-9_536
Data;https://doi.org/10.1007/978-0-387-39940-9_321
Data;https://doi.org/10.1007/978-0-387-39940-9_1039
Data;https://doi.org/10.1007/978-1-4614-8265-9_80654
Data;https://doi.org/10.1007/978-1-4614-8265-9_113
Data;https://doi.org/10.1007/978-0-387-39940-9_1159
Data;https://doi.org/10.1007/978-1-4614-8265-9_1384
Data;https://doi.org/10.1007/978-1-4614-8265-9_93
Data;https://doi.org/10.1007/978-1-4614-8265-9_80741
Data;https://doi.org/10.1007/978-0-387-39940-9_535
Data;https://doi.org/10.1007/978-0-387-39940-9_357
Data;https://doi.org/10.1007/978-1-4614-8265-9_200
Data;https://doi.org/10.1007/978-1-4614-8265-9_80739
Data;https://doi.org/10.1007/978-0-387-39940-9_1465
Data;https://doi.org/10.1007/978-1-4614-8265-9_160
Data;https://doi.org/10.1007/978-1-4614-8265-9_231
Data;https://doi.org/10.1007/978-1-4614-8265-9_80761
Data;https://doi.org/10.1007/978-0-387-39940-9_270
Data;https://doi.org/10.1007/978-1-4614-8265-9_112
Data;https://doi.org/10.1007/978-1-4614-8265-9_120
Data;https://doi.org/10.1007/978-1-4614-8265-9_1159
Data;https://doi.org/10.1007/978-0-387-39940-9_883
Data;https://doi.org/10.1007/978-0-387-39940-9_767
Data;https://doi.org/10.1007/978-1-4614-8265-9_533
Data;https://doi.org/10.1007/978-1-4614-8265-9_903
Data;https://doi.org/10.1007/978-0-387-39940-9_1233
Data;https://doi.org/10.1007/978-0-387-39940-9_246
Data;https://doi.org/10.1007/978-0-387-39940-9_118
Data;https://doi.org/10.1007/978-1-4614-8265-9_2354
Data;https://doi.org/10.1007/978-0-387-39940-9_1156
Data;https://doi.org/10.1007/978-1-4614-8265-9_1465
Data;https://doi.org/10.1007/978-1-4614-8265-9_80638
Data;https://doi.org/10.1007/978-0-387-39940-9_361
Data;https://doi.org/10.1007/978-0-387-39940-9_305
Data;https://doi.org/10.1007/978-1-4614-8265-9_631
Data;https://doi.org/10.1007/978-0-387-39940-9_625
Data;https://doi.org/10.1007/978-1-4614-8265-9_357
Data;https://doi.org/10.1007/978-0-387-39940-9_207
Data;https://doi.org/10.1007/978-0-387-39940-9_261
Data;https://doi.org/10.1007/978-1-4614-8265-9_5003
Data;https://doi.org/10.1007/978-1-4614-8265-9_221
Data;https://doi.org/10.1007/978-0-387-39940-9_108
Data;https://doi.org/10.1007/978-0-387-39940-9_1163
Data;https://doi.org/10.1007/978-1-4614-8265-9_393
Data;https://doi.org/10.1007/978-1-4614-8265-9_80666
Data;https://doi.org/10.1007/978-0-387-39940-9_1309
Data;https://doi.org/10.1007/978-1-4614-8265-9_549
Data;https://doi.org/10.1007/978-1-4614-8265-9_1305
Data;https://doi.org/10.1007/978-1-4614-8265-9_80667
Data;https://doi.org/10.1007/978-1-4614-8265-9_1163
Data;https://doi.org/10.1007/978-0-387-39940-9_627
Data;http://www.mitre.org/support/swee/rosenthal.html
Data;https://doi.org/10.1109/COOPIS.1997.613810
Data;https://doi.org/10.1007/978-3-540-39964-3_32
Data;https://doi.org/10.1007/10722620_27
Data;https://doi.org/10.1007/978-3-540-39964-3_39
Data;https://doi.org/10.1007/3-540-36124-3_44
Data;https://doi.org/10.1007/3-540-36124-3_9
Data;https://doi.org/10.1109/COOPIS.1999.792175
Data;https://doi.org/10.1007/3-540-36124-3_19
Data;https://doi.org/10.1109/COOPIS.1996.554998
Data;https://doi.org/10.1007/3-540-36124-3_28
Data;https://doi.org/10.1007/978-3-540-39964-3_68
Data;https://doi.org/10.1007/10722620_7
Data;https://doi.org/10.1007/3-540-44751-2_3
Data;https://doi.org/10.1007/3-540-36124-3_26
Data;https://doi.org/10.1109/COOPIS.1996.554997
Data;https://doi.org/10.1007/978-3-540-39964-3_23
Data;https://doi.org/10.1007/978-3-540-39964-3_73
Data;https://doi.org/10.1109/COOPIS.1999.792168
Data;https://doi.org/10.1007/978-3-031-17834-4_16
Data;https://doi.org/10.1109/COOPIS.1998.706196
Data;https://doi.org/10.1109/COOPIS.1998.706180
Data;https://doi.org/10.1007/978-3-031-17834-4_4
Data;https://doi.org/10.1007/978-3-540-30469-2_27
Data;https://doi.org/10.1007/978-3-540-30468-5_14
Data;https://doi.org/10.1109/COOPIS.1999.792148
Data;https://doi.org/10.1109/COOPIS.1996.555001
Data;https://doi.org/10.1007/3-540-36124-3_30
Data;https://doi.org/10.1007/978-3-031-17834-4_2
Data;https://doi.org/10.1007/10722620_13
Data;https://doi.org/10.1007/978-3-540-30468-5_22
Data;https://doi.org/10.1007/978-3-031-17834-4_5
Data;https://doi.org/10.1007/978-3-540-39964-3_48
Data;https://doi.org/10.1007/978-3-031-17834-4_6
Data;https://doi.org/10.1007/10722620_26
Data;https://doi.org/10.1007/978-3-031-17834-4_14
Data;https://doi.org/10.1109/NOTERE.2015.7293486
Data;https://doi.org/10.1145/1416729.1416785
Data;https://doi.org/10.1109/NOTERE.2015.7293499
Data;https://doi.org/10.1007/978-3-319-76111-4_35
Data;https://doi.org/10.1145/3284869.3284878
Data;https://doi.org/10.1007/978-3-319-61949-1_10
Data;https://doi.org/10.1145/3342428.3343032
Data;https://doi.org/10.1145/3284869.3284891
Data;https://doi.org/10.1007/978-3-319-61949-1_19
Data;https://doi.org/10.1007/978-3-319-61949-1_37
Data;https://doi.org/10.1007/s11280-007-0022-0
Data;https://doi.org/10.1007/978-3-319-98074-4
Data;https://doi.org/10.1007/978-3-319-47524-0
Data;https://doi.org/10.1007/978-3-319-98149-9
Data;https://doi.org/10.1007/978-3-319-25037-3
Data;https://doi.org/10.1007/978-1-4842-2866-1
Data;https://doi.org/10.1007/978-1-4471-6407-4
Data;https://doi.org/10.1007/3-540-56694-5
Data;https://doi.org/10.1007/978-981-16-9368-7
Data;https://doi.org/10.1007/978-3-030-28444-2
Data;https://doi.org/10.1007/978-3-319-77965-2
Data;https://doi.org/10.1007/978-981-15-5939-6
Data;https://doi.org/10.1007/978-1-4939-0392-4
Data;https://doi.org/10.1007/BFb0028319
Data;https://doi.org/10.1007/978-981-15-6133-7
Data;https://doi.org/10.1007/978-3-030-44613-0
Data;https://doi.org/10.1007/978-3-662-53291-1
Data;https://doi.org/10.1007/978-3-030-43506-6
Data;https://doi.org/10.1007/978-981-10-2543-3
Data;https://doi.org/10.1007/978-3-642-69897-2
Data;https://doi.org/10.1007/978-3-642-39323-5
Data;https://doi.org/10.1007/978-3-030-59706-1
Data;https://doi.org/10.1007/3-540-33173-5
Data;https://doi.org/10.1007/978-3-540-37882-2
Data;https://doi.org/10.1007/978-3-030-64155-9
Data;https://doi.org/10.1007/978-3-030-38339-8
Data;https://doi.org/10.1007/978-3-030-25209-0
Data;https://doi.org/10.1007/978-3-319-14142-8
Data;https://doi.org/10.1007/978-981-13-3209-8
Data;https://doi.org/10.1007/978-3-030-50061-0
Data;https://doi.org/10.1007/978-3-030-39105-8
Data;https://doi.org/10.1007/BFb0027185
Data;https://doi.org/10.1007/978-0-387-29489-6
Data;https://doi.org/10.1007/978-3-030-30225-2
Data;https://doi.org/10.1007/978-981-10-7763-0
Data;https://doi.org/10.1007/978-3-319-15726-9
Data;https://doi.org/10.1007/978-3-319-72347-1
Data;https://doi.org/10.1007/978-3-642-40255-5
Data;https://doi.org/10.1007/978-3-319-16074-0
Data;https://doi.org/10.1007/978-3-662-49851-4
Data;https://doi.org/10.1007/978-1-4614-1557-2
Data;https://doi.org/10.1007/978-3-658-35494-7
Data;https://doi.org/10.1007/b97475
Data;https://doi.org/10.1007/978-3-030-58896-0
Data;https://doi.org/10.1007/978-3-319-29206-9
Data;https://doi.org/10.1007/978-981-13-0263-3
Data;https://doi.org/10.1007/978-3-642-69032-7
Data;https://doi.org/10.1007/978-981-16-3750-6
Data;https://doi.org/10.1007/978-3-662-58384-5_5
Data;https://doi.org/10.1007/978-3-662-56121-8_1
Data;https://doi.org/10.1007/978-3-662-47804-2_6
Data;https://doi.org/10.1007/978-3-662-53416-8_9
Data;https://doi.org/10.1007/978-3-662-54054-1_2
Data;https://doi.org/10.1007/978-3-662-46335-2_1
Data;https://doi.org/10.1007/978-3-642-37574-3_8
Data;https://doi.org/10.1007/978-3-662-49175-1_2
Data;https://doi.org/10.1007/978-3-662-56121-8_3
Data;https://doi.org/10.1007/978-3-662-64553-6_5
Data;https://doi.org/10.1007/978-3-662-54037-4_4
Data;https://doi.org/10.1007/978-3-662-64553-6_1
Data;https://doi.org/10.1007/978-3-662-58415-6_1
Data;https://doi.org/10.1007/978-3-662-49784-5_4
Data;https://doi.org/10.1007/978-3-642-23074-5_7
Data;https://doi.org/10.1007/978-3-642-37574-3_5
Data;https://doi.org/10.1007/978-3-662-60531-8_3
Data;https://doi.org/10.1007/978-3-642-41221-9_4
Data;https://doi.org/10.1007/978-3-662-53416-8_6
Data;https://doi.org/10.1007/978-3-662-55696-2_3
Data;https://doi.org/10.1007/978-3-662-48567-5_3
Data;https://doi.org/10.1007/978-3-642-28148-8_3
Data;https://doi.org/10.1007/978-3-662-45761-0_3
Data;https://doi.org/10.1007/978-3-642-23074-5_5
Data;https://doi.org/10.1007/978-3-662-48567-5_6
Data;https://doi.org/10.1007/978-3-642-23074-5_3
Data;https://doi.org/10.1007/978-3-642-16175-9_1
Data;https://doi.org/10.1007/978-3-642-23740-9_8
Data;https://doi.org/10.1007/978-3-662-55608-5_5
Data;https://doi.org/10.1007/978-3-662-64148-4_4
Data;https://doi.org/10.1007/978-3-662-49534-6_1
Data;https://doi.org/10.1007/978-3-662-55696-2_1
Data;https://doi.org/10.1007/978-3-662-58664-8_2
Data;https://doi.org/10.1007/978-3-662-53416-8_4
Data;https://doi.org/10.1007/978-3-642-16175-9_3
Data;https://doi.org/10.1007/978-3-662-47804-2_1
Data;https://doi.org/10.1007/978-3-662-46335-2_2
Data;https://doi.org/10.1007/978-3-662-57932-9_3
Data;https://doi.org/10.1007/978-3-642-23074-5_2
Data;https://doi.org/10.1007/978-3-662-47804-2_7
Data;https://doi.org/10.1007/978-3-662-63519-3_4
Data;https://doi.org/10.1007/978-3-642-23074-5_4
Data;https://doi.org/10.1007/978-3-662-45714-6_1
Data;https://doi.org/10.1007/978-3-642-03722-1_13
Data;https://doi.org/10.1007/978-3-642-23740-9_3
Data;https://doi.org/10.1007/978-3-662-46562-2_4
Data;https://doi.org/10.1007/978-3-662-53455-7_3
Data;https://doi.org/10.1007/978-3-642-03722-1_4
Data;https://doi.org/10.1007/978-3-662-53416-8_8
Data;https://doi.org/10.1007/978-3-662-49214-7_7
Data;https://doi.org/10.1007/978-3-662-66146-8_2
Data;https://doi.org/10.1007/978-3-662-62308-4_7
Data;https://doi.org/10.1007/978-3-662-56121-8_2
Data;https://doi.org/10.1007/978-3-662-46703-9_3
Data;https://doi.org/10.1007/978-3-662-49214-7_3
Data;https://doi.org/10.1007/978-3-662-46562-2_1
Data;https://doi.org/10.1007/978-3-642-54426-2_6
Data;https://doi.org/10.1007/978-3-662-62919-2_7
Data;https://doi.org/10.1007/978-3-662-62919-2_5
Data;https://doi.org/10.1007/978-3-662-49214-7_4
Data;https://doi.org/10.1007/978-3-642-28148-8_8
Data;https://doi.org/10.1007/978-3-662-62199-8_4
Data;https://doi.org/10.1007/978-3-662-62308-4_1
Data;https://doi.org/10.1007/978-3-662-54173-9_2
Data;https://doi.org/10.1007/978-3-662-62308-4_6
Data;https://doi.org/10.1007/978-3-642-03722-1_3
Data;https://doi.org/10.1007/978-3-662-62386-2_1
Data;https://doi.org/10.1007/978-3-662-55696-2_4
Data;https://doi.org/10.1007/978-3-642-35332-1_1
Data;https://doi.org/10.1007/978-3-662-54054-1_5
Data;https://doi.org/10.1007/978-3-662-47804-2_3
Data;https://doi.org/10.1007/978-3-642-23740-9_7
Data;http://studia.complexica.net/index.php?option=com_content&view=article&id=62
Data;http://studia.complexica.net/index.php?option=com_content&view=article&id=250%3Acombining-the-power-of-data-mining-with-expert-system-for-efficiently-personalize-speech-therapy-pp-50-64
Data;http://studia.complexica.net/index.php?option=com_content&view=article&id=249%3Aexploratory-data-analysis-of-insulin-therapy-in-the-elderly-type-2-diabetic-patients-pp-32-49
Data;http://studia.complexica.net/index.php?option=com_content&view=article&id=104
database;https://doi.org/10.1504/IJTMCC.2016.10002816
DDoS;https://doi.org/10.1504/IJTMCC.2013.056424
Detection.;https://doi.org/10.1007/978-0-387-39940-9_1021
Detection.;https://doi.org/10.1007/978-1-4614-8265-9_80719
Detection.;https://doi.org/10.1145/3284869.3284903
Detection.;https://doi.org/10.1145/3342428.3342658
Detection.;https://doi.org/10.1007/978-3-662-62308-4_3
Detection.;https://doi.org/10.1007/978-3-662-54173-9_2
Detection.;https://doi.org/10.1007/978-3-662-46485-4_6
distributed;https://d-nb.info/870741942
distributed;https://doi.org/10.1109/NOTERE.2010.5536628
distributed;https://doi.org/10.1145/1416729.1416763
distributed;https://doi.org/10.1109/NOTERE.2015.7293486
distributed;https://doi.org/10.1145/1416729.1416793
distributed;https://doi.org/10.1109/NOTERE.2015.7293494
distributed;https://doi.org/10.1109/NOTERE.2010.5536585
distributed;https://doi.org/10.1109/NOTERE.2010.5536645
distributed;https://doi.org/10.1109/NOTERE.2010.5536815
distributed;https://doi.org/10.1109/NOTERE.2010.5536799
distributed;https://doi.org/10.1109/NOTERE.2010.5536646
distributed;https://doi.org/10.1145/1416729.1416759
distributed;https://doi.org/10.1145/3411170.3411230
domain;https://doi.org/10.1109/NOTERE.2010.5536629
domain;https://doi.org/10.1016/j.eswax.2020.100040
Dynamic;https://d-nb.info/969624166
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_4
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_12
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_9
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_21
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_20
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_28
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_19
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_1
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_23
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_2
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_22
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_26
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_3
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_10
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_7
Dynamic;https://doi.org/10.1007/978-3-319-95504-9_31
Dynamic;https://doi.org/10.1007/978-3-540-30468-5_35
Dynamic;https://doi.org/10.1007/978-3-540-39964-3_76
Dynamic;https://doi.org/10.1007/978-3-540-39964-3_84
Dynamic;https://doi.org/10.1007/978-3-540-39964-3_28
Dynamic;https://doi.org/10.1007/978-3-540-30468-5_26
Dynamic;https://doi.org/10.1109/COOPIS.1996.555007
Dynamic;https://doi.org/10.1007/3-540-36124-3_79
Dynamic;https://doi.org/10.1007/978-3-540-39964-3_35
Dynamic;https://doi.org/10.1007/10722620_28
Dynamic;https://doi.org/10.1007/978-3-540-39964-3_82
Dynamic;https://doi.org/10.1007/978-3-540-39964-3_65
Dynamic;https://doi.org/10.1007/3-540-44751-2_19
Dynamic;https://doi.org/10.1007/978-3-540-30469-2_26
Dynamic;https://doi.org/10.1109/COOPIS.1998.706188
Dynamic;https://doi.org/10.1007/3-540-36124-3_54
Dynamic;https://doi.org/10.1007/978-3-540-30469-2_27
Dynamic;https://doi.org/10.1109/COOPIS.1996.554995
Dynamic;https://doi.org/10.1109/COOPIS.1998.706189
Dynamic;https://doi.org/10.1007/3-540-44751-2_32
Dynamic;https://doi.org/10.1007/3-540-36124-3_33
Dynamic;https://doi.org/10.1007/3-540-36124-3_1
Dynamic;https://doi.org/10.1007/978-3-540-30469-2_39
Dynamic;https://doi.org/10.1007/978-3-540-39964-3_80
Dynamic;https://doi.org/10.1109/COOPIS.1999.792163
Dynamic;https://doi.org/10.1007/978-3-540-30469-2_49
Dynamic;https://doi.org/10.1007/978-3-540-39964-3_42
Dynamic;https://doi.org/10.1007/978-3-031-17834-4_6
Dynamic;https://doi.org/10.1007/3-540-36124-3_53
Dynamic;https://doi.org/10.1109/COOPIS.1998.706203
Dynamic;https://doi.org/10.1109/COOPIS.1999.792162
Dynamic;https://doi.org/10.1109/NOTERE.2010.5536671
Dynamic;https://doi.org/10.1109/NOTERE.2011.5957972
Dynamic;https://doi.org/10.1109/NOTERE.2015.7293500
Dynamic;https://doi.org/10.1109/NOTERE.2015.7293511
Dynamic;https://doi.org/10.1007/s11280-006-0017-2
Dynamic;https://doi.org/10.1016/j.eswax.2019.100015
Dynamic;https://doi.org/10.1007/978-3-662-47804-2_6
Dynamic;https://doi.org/10.1007/978-3-642-45315-1_5
Dynamic;https://doi.org/10.1007/978-3-642-23074-5_1
Dynamic;https://doi.org/10.1007/978-3-662-64148-4_3
Dynamic;https://doi.org/10.1007/978-3-662-58384-5_3
Dynamic;https://doi.org/10.1007/978-3-662-62386-2_2
Dynamic;https://doi.org/10.1007/978-3-662-66146-8_4
Dynamic;http://studia.complexica.net/index.php?option=com_content&view=article&id=73
Dynamical;https://doi.org/10.1007/978-3-030-79146-9
Dynamical;https://doi.org/10.1007/978-3-030-50987-3
Efficient;https://d-nb.info/985518715
Efficient;https://doi.org/10.1007/978-1-4939-2092-1_6
Efficient;https://doi.org/10.1007/978-1-4939-2092-1_26
Efficient;https://doi.org/10.1007/978-1-4939-2092-1_8
Efficient;https://doi.org/10.1007/3-540-36124-3_44
Efficient;https://doi.org/10.1007/3-540-36124-3_80
Efficient;https://doi.org/10.1007/978-3-540-30469-2_23
Efficient;https://doi.org/10.1007/3-540-36124-3_27
Efficient;https://doi.org/10.1007/10722620_17
Efficient;https://doi.org/10.1007/s11280-006-0009-2
Efficient;https://doi.org/10.1007/978-3-540-89918-1
Efficient;https://doi.org/10.1007/978-3-030-74524-0
Efficient;https://doi.org/10.1007/978-1-4939-0600-0
Efficient;https://doi.org/10.1007/978-3-642-39323-5
Efficient;https://doi.org/10.1007/978-3-662-50417-8
Efficient;https://doi.org/10.1007/978-3-662-47810-3
Efficient;https://doi.org/10.1007/BFb0015091
Efficient;https://doi.org/10.1007/978-3-658-11039-0
Electronic;https://doi.org/10.1007/978-1-4614-8806-4_17
Electronic;https://doi.org/10.1007/978-1-4614-8265-9_809
Electronic;https://doi.org/10.1007/978-1-4614-8265-9_808
Electronic;https://doi.org/10.1007/978-1-4614-8265-9_143
Electronic;https://doi.org/10.1007/978-1-4614-8265-9_144
Electronic;https://doi.org/10.1109/COOPIS.1997.613824
