document|cite
https://doi.org/10.1007/978-1-4899-7637-6_24|https://doi.org/10.1007/3-540-18540-2
https://doi.org/10.1007/978-3-662-43505-2_79|https://doi.org/10.1007/978-3-540-30468-5_25
https://doi.org/10.1007/978-1-4939-2092-1_31|http://studia.complexica.net/index.php?option=com_content&view=article&id=152
https://doi.org/10.1007/978-1-4899-7637-6_16|https://doi.org/10.1109/NOTERE.2010.5536629
https://doi.org/10.1007/978-1-4899-7637-6_16|https://doi.org/10.1007/978-1-4614-8806-4_75
https://doi.org/10.1007/978-3-319-07124-4_24|https://doi.org/10.1007/978-3-662-43505-2_24
https://doi.org/10.1007/978-3-319-07124-4_24|https://doi.org/10.1109/NOTERE.2011.5957979
https://doi.org/10.1007/978-1-4939-0790-8_47|https://doi.org/10.1007/978-3-540-30468-5_34
https://doi.org/10.1007/978-1-4939-0790-8_8|http://biaa.eu/-upload/BIAA58.pdf
https://doi.org/10.1007/978-3-662-43505-2_30|http://studia.complexica.net/index.php?option=com_content&view=article&id=253%3Ainformation-in-the-public-sphere-social-and-political-stakes-pp-97-108
https://doi.org/10.1007/978-1-4614-8806-4_75|https://doi.org/10.1109/NOTERE.2010.5536839
https://doi.org/10.1007/978-3-540-92913-0_21|https://doi.org/10.1109/COOPIS.1996.555007
https://doi.org/10.1007/978-3-540-92913-0_21|https://doi.org/10.1007/978-1-4615-1423-7
https://doi.org/10.1007/978-1-4939-2092-1_2|https://doi.org/10.1007/978-3-642-03722-1_13
https://doi.org/10.1007/978-1-4939-2092-1_2|https://d-nb.info/944429890
https://doi.org/10.1007/978-1-4614-8806-4_26|https://doi.org/10.1007/978-3-540-30469-2_25
https://doi.org/10.1007/978-1-4614-8806-4_26|https://doi.org/10.1007/3-540-44751-2_28
https://doi.org/10.1007/978-3-662-43505-2_60|https://d-nb.info/983751560
https://doi.org/10.1007/978-3-319-07124-4_28|https://doi.org/10.1007/3-540-36124-3_21
https://doi.org/10.1007/978-3-319-07124-4_28|http://editions-rnti.fr/?inprocid=1001870
https://doi.org/10.1007/978-3-319-07124-4_41|https://doi.org/10.1007/978-3-662-49534-6_2
https://doi.org/10.1007/978-3-540-92913-0_12|https://doi.org/10.1007/978-3-642-75685-6
https://doi.org/10.1007/978-1-4939-2092-1_6|https://d-nb.info/969493525
https://doi.org/10.1007/978-1-4939-2092-1_46|http://studia.complexica.net/index.php?option=com_content&view=article&id=241%3Awhich-technologies-for-the-detection-and-alert-in-case-of-fall--pp18-29
https://doi.org/10.1007/978-1-4939-2092-1_46|https://doi.org/10.1007/978-3-642-37574-3_8
https://doi.org/10.1007/978-1-4939-2092-1_24|https://doi.org/10.1007/978-0-387-39940-9_203
https://doi.org/10.1007/978-1-4939-2092-1_24|https://doi.org/10.1007/978-0-387-39940-9_1049
https://doi.org/10.1007/978-1-4939-0790-8_1|https://doi.org/10.1007/978-3-642-35332-1_2
https://doi.org/10.1007/978-1-4939-0790-8_1|https://doi.org/10.1007/978-1-4614-8806-4_79
https://doi.org/10.1007/978-1-4614-8806-4_49|http://biaa.eu/-upload/BIAA56.pdf
https://doi.org/10.1007/978-1-4939-2092-1_44|https://doi.org/10.1007/978-0-387-68441-3
https://doi.org/10.1007/978-1-4939-2092-1_44|Preambule I: Le programme de la journée du 30 mars 2012._2012
https://doi.org/10.1007/978-3-319-95504-9_20|https://doi.org/10.1007/978-1-4614-8806-4_72
https://doi.org/10.1007/978-3-319-95504-9_20|https://doi.org/10.1007/978-0-387-39940-9_453
https://doi.org/10.1007/978-3-319-95504-9_20|https://doi.org/10.1007/978-3-658-04773-3
https://doi.org/10.1007/978-1-4899-7637-6_15|https://doi.org/10.1007/978-1-4614-8806-4_33
https://doi.org/10.1007/978-3-319-07124-4_6|https://doi.org/10.1007/978-1-84628-970-5
https://doi.org/10.1007/978-3-319-07124-4_6|https://doi.org/10.1007/3-540-36124-3_18
https://doi.org/10.1007/978-3-319-07124-4_6|https://doi.org/10.1007/978-3-658-08047-1
https://doi.org/10.1007/978-1-4939-0790-8_11|https://doi.org/10.1007/978-0-387-39940-9_1309
https://doi.org/10.1007/978-3-662-43505-2_58|http://biaa.eu/-upload/vouzzano94.pdf
https://doi.org/10.1007/978-3-662-43505-2_58|https://doi.org/10.1007/978-3-8348-2191-1
https://doi.org/10.1007/978-3-662-43505-2_58|http://studia.complexica.net/index.php?option=com_content&view=article&id=112
https://doi.org/10.1007/978-3-540-92913-0_20|http://biaa.eu/-upload/BIAA50.pdf
https://doi.org/10.1007/978-3-540-92913-0_20|https://doi.org/10.1007/11818762
https://doi.org/10.1007/978-3-319-07124-4_13|Reasoning about Goals to Resolve Conflicts._1993
https://doi.org/10.1007/978-3-319-07124-4_13|https://doi.org/10.1109/COOPIS.1997.613817
https://doi.org/10.1007/978-3-319-95504-9_19|http://ls2-www.cs.uni-dortmund.de/monographs/kt/
https://doi.org/10.1007/978-3-319-95504-9_19|https://doi.org/10.1007/978-1-4939-2092-1_39
https://doi.org/10.1007/978-3-319-95504-9_19|https://doi.org/10.1007/978-3-662-56266-6_8
https://doi.org/10.1007/978-1-4614-8806-4_30|https://doi.org/10.1007/978-3-642-16175-9_1
https://doi.org/10.1007/978-1-4614-8806-4_30|https://doi.org/10.1007/978-1-84882-618-2
https://doi.org/10.1007/978-1-4939-0790-8_16|https://doi.org/10.1109/COOPIS.1999.792170
https://doi.org/10.1007/978-1-4939-0790-8_16|https://doi.org/10.1109/COOPIS.1997.613799
https://doi.org/10.1007/978-1-4939-0790-8_16|https://doi.org/10.1504/IJTMCC.2014.063271
https://doi.org/10.1007/978-3-319-95504-9_23|https://doi.org/10.1007/3-540-36124-3_88
https://doi.org/10.1007/978-3-319-95504-9_23|https://doi.org/10.1007/978-3-319-02030-3
https://doi.org/10.1007/978-1-4614-8806-4_3|https://doi.org/10.1007/978-1-84628-615-5
https://doi.org/10.1007/978-1-4899-7637-6_27|https://doi.org/10.1007/978-3-540-39964-3_69
https://doi.org/10.1007/978-1-4899-7637-6_27|http://biaa.eu/-upload/editono73.pdf
https://doi.org/10.1007/978-1-4614-8806-4_51|Systementwurf mit Netzen_1985
https://doi.org/10.1007/978-3-319-07124-4_46|http://biaa.eu/-upload/BIAA20.pdf
https://doi.org/10.1007/978-3-319-07124-4_46|https://doi.org/10.1007/978-1-4939-0790-8_7
https://doi.org/10.1007/978-3-319-07124-4_61|http://biaa.eu/-upload/VOUZZA92.pdf
https://doi.org/10.1007/978-3-319-07124-4_61|https://doi.org/10.1007/978-0-387-39940-9_390
https://doi.org/10.1007/978-3-319-07124-4_61|http://editions-rnti.fr/?inprocid=1001874
https://doi.org/10.1007/978-3-319-98161-1_2|https://doi.org/10.1007/978-0-387-39940-9_98
https://doi.org/10.1007/978-3-319-98161-1_2|https://doi.org/10.1007/978-3-540-39964-3_10
https://doi.org/10.1007/978-3-319-98161-1_2|https://doi.org/10.1007/978-3-540-30468-5_44
https://doi.org/10.1007/978-3-319-98161-1_11|https://doi.org/10.1007/978-3-642-74574-4
https://doi.org/10.1007/978-3-319-98161-1_11|https://doi.org/10.1007/3-540-36124-3_21
https://doi.org/10.1007/978-3-319-98161-1_11|https://doi.org/10.1007/978-3-662-45714-6_3
https://doi.org/10.1007/978-3-662-43505-2_71|https://doi.org/10.1007/3-540-44751-2_4
https://doi.org/10.1007/978-1-4939-0790-8_39|https://doi.org/10.1007/978-3-540-92913-0_12
https://doi.org/10.1007/978-3-319-98161-1_7|https://doi.org/10.1007/978-0-387-39940-9_1299
https://doi.org/10.1007/978-3-319-98161-1_7|https://doi.org/10.1007/978-0-387-39940-9_920
https://doi.org/10.1007/978-3-319-07124-4_53|https://doi.org/10.1007/978-3-540-39964-3_51
https://doi.org/10.1007/978-3-319-98161-1_8|http://www.bod.de/index.php?id=296&objk_id=220006
https://doi.org/10.1007/978-3-662-43505-2_43|http://biaa.eu/-upload/BIAA33.pdf
https://doi.org/10.1007/978-1-4939-0790-8_38|https://doi.org/10.1109/COOPIS.1999.792146
https://doi.org/10.1007/978-1-4899-7637-6_19|https://doi.org/10.1109/NOTERE.2010.5536734
https://doi.org/10.1007/978-3-662-43505-2_69|http://studia.complexica.net/index.php?option=com_content&view=article&id=55
https://doi.org/10.1007/978-3-540-92913-0_10|https://doi.org/10.1007/978-0-387-78881-4
https://doi.org/10.1007/978-1-4939-0790-8_55|Vouzzavedibisar._2010
https://doi.org/10.1007/978-3-662-43505-2_39|https://doi.org/10.1007/3-540-44751-2_22
https://doi.org/10.1007/978-3-662-43505-2_78|https://d-nb.info/1023542331
https://doi.org/10.1007/978-1-4614-8806-4_12|http://studia.complexica.net/index.php?option=com_content&view=article&id=82
https://doi.org/10.1007/978-1-4614-8806-4_12|https://doi.org/10.1007/3-540-15652-6
https://doi.org/10.1007/978-1-4614-8806-4_12|http://biaa.eu/-upload/BIAA75.pdf
https://doi.org/10.1007/978-3-319-07124-4_17|https://doi.org/10.1109/COOPIS.1998.706194
https://doi.org/10.1007/978-3-319-95504-9_25|https://doi.org/10.1007/978-3-540-39964-3_77
https://doi.org/10.1007/978-3-662-43505-2_47|http://studia.complexica.net/index.php?option=com_content&view=article&id=160%3Amodeling-visual-attention-on-scenes-&catid=52%3Anumber-4&Itemid=95&lang=en
https://doi.org/10.1007/978-3-662-43505-2_15|https://doi.org/10.1007/978-3-540-39964-3_64
https://doi.org/10.1007/978-3-662-43505-2_15|https://doi.org/10.1109/NOTERE.2010.5536621
https://doi.org/10.1007/978-1-4939-2092-1_14|https://doi.org/10.1145/1416729.1416759
https://doi.org/10.1007/978-1-4939-2092-1_14|https://doi.org/10.1007/978-3-642-40069-8_3
https://doi.org/10.1007/978-3-662-43505-2_38|http://biaa.eu/-upload/BIAA16.pdf
https://doi.org/10.1007/978-3-662-43505-2_38|https://doi.org/10.1007/3-540-59173-7
https://doi.org/10.1007/978-3-662-43505-2_38|Éditorial: Informatique, économie et compagnie (suite1)._2000
https://doi.org/10.1007/978-3-319-07124-4_23|https://doi.org/10.1145/1416729.1416764
https://doi.org/10.1007/978-1-4614-8806-4_24|https://doi.org/10.1007/b11968
https://doi.org/10.1007/978-1-4939-0790-8_23|Éditorial: Informatique, économie et compagnie (suite1)._2000
https://doi.org/10.1007/978-1-4939-0790-8_48|https://doi.org/10.1007/978-3-540-39964-3_80
https://doi.org/10.1007/978-3-540-92913-0_11|https://doi.org/10.1007/978-0-387-77268-4
https://doi.org/10.1007/978-3-662-43505-2_40|https://doi.org/10.1007/978-3-642-23740-9_5
https://doi.org/10.1007/978-3-662-43505-2_40|https://doi.org/10.1007/BFb0020710
https://doi.org/10.1007/978-3-540-92913-0_14|https://doi.org/10.1109/COOPIS.1997.613803
https://doi.org/10.1007/978-1-4939-2092-1_3|http://www.bod.de/index.php?id=296&objk_id=188511
https://doi.org/10.1007/978-1-4939-2092-1_3|https://doi.org/10.1109/COOPIS.1998.706192
https://doi.org/10.1007/978-1-4614-8806-4_19|https://doi.org/10.1007/978-3-540-39964-3_67
https://doi.org/10.1007/978-1-4614-8806-4_62|Elaboration of Attainability Region Boundaries in The Model of Extreme Intermediate States._2011
https://doi.org/10.1007/978-1-4614-8806-4_62|https://doi.org/10.1007/978-0-387-39940-9_947
https://doi.org/10.1007/978-1-4614-8806-4_28|http://biaa.eu/-upload/BIAA24.pdf
https://doi.org/10.1007/978-3-319-07124-4_44|http://biaa.eu/-upload/BIAA17.pdf
https://doi.org/10.1007/978-1-4939-2092-1_5|http://studia.complexica.net/index.php?option=com_content&view=article&id=81
https://doi.org/10.1007/978-1-4939-0790-8_45|https://doi.org/10.1007/978-1-4757-4286-2
https://doi.org/10.1007/978-1-4939-0790-8_45|http://studia.complexica.net/index.php?option=com_content&view=article&id=245%3Aaccompanying-patient-in-a-domomedecine-experiment-chrono-chemotherapy-pp-69-87
https://doi.org/10.1007/978-3-540-92913-0_17|https://doi.org/10.1007/978-3-540-30469-2_3
https://doi.org/10.1007/978-1-4939-2092-1_10|https://doi.org/10.1007/3-540-44592-7
https://doi.org/10.1007/978-1-4939-2092-1_10|https://doi.org/10.1007/978-3-540-39964-3_75
https://doi.org/10.1007/978-1-4939-2092-1_10|https://doi.org/10.1007/s11280-007-0035-8
https://doi.org/10.1007/978-3-662-43505-2_54|https://doi.org/10.1504/IJTMCC.2013.053262
https://doi.org/10.1007/978-3-319-07124-4_1|https://doi.org/10.1007/978-0-387-39940-9_536
https://doi.org/10.1007/978-3-319-07124-4_1|https://d-nb.info/986313769
https://doi.org/10.1007/978-3-319-07124-4_1|https://doi.org/10.1007/978-0-387-39940-9_207
https://doi.org/10.1007/978-3-319-95504-9_13|https://doi.org/10.1007/10722620_17
https://doi.org/10.1007/978-1-4614-8806-4_4|https://doi.org/10.1007/978-3-540-39964-3_45
https://doi.org/10.1007/978-1-4614-8806-4_4|http://www.uvka.de/univerlag/volltexte/2005/93/pdf/Kapp_Kai.pdf
https://doi.org/10.1007/978-3-662-43505-2_8|https://doi.org/10.1007/978-3-540-30469-2_16
https://doi.org/10.1007/978-3-662-43505-2_8|https://doi.org/10.1007/3-540-36124-3_46
https://doi.org/10.1007/978-1-4939-2092-1_38|https://doi.org/10.1007/978-0-387-39940-9_1331
https://doi.org/10.1007/978-3-540-92913-0_7|https://doi.org/10.1007/978-0-387-39940-9_447
https://doi.org/10.1007/978-3-540-92913-0_7|http://studia.complexica.net/index.php?option=com_content&view=article&id=76
https://doi.org/10.1007/978-3-319-98161-1_5|https://doi.org/10.1007/978-3-662-54677-2
https://doi.org/10.1007/978-3-319-98161-1_5|https://doi.org/10.1007/978-0-387-39940-9_910
https://doi.org/10.1007/978-3-540-92913-0_8|http://studia.complexica.net/index.php?option=com_content&view=article&id=100
https://doi.org/10.1007/978-3-662-43505-2_31|https://doi.org/10.1007/978-0-387-39940-9_467
https://doi.org/10.1007/978-1-4899-7637-6_23|https://doi.org/10.1145/1416729.1416736
https://doi.org/10.1007/978-1-4899-7637-6_23|https://doi.org/10.1007/978-3-642-74363-4
https://doi.org/10.1007/978-1-4899-7637-6_23|https://doi.org/10.1007/978-0-387-39940-9_424
https://doi.org/10.1007/978-3-319-98161-1_1|https://doi.org/10.1007/978-0-387-39940-9_1091
https://doi.org/10.1007/978-1-4614-8806-4_6|https://doi.org/10.1109/NOTERE.2010.5536831
https://doi.org/10.1007/978-1-4939-2092-1_42|https://doi.org/10.1145/1416729.1416792
https://doi.org/10.1007/978-1-4899-7637-6_22|https://doi.org/10.1007/b116723
https://doi.org/10.1007/978-1-4939-0790-8_53|Exemples de suites et fonctions sous-additives._2012
https://doi.org/10.1007/978-3-540-92913-0_2|https://doi.org/10.1007/978-3-642-74025-1
https://doi.org/10.1007/978-1-4939-0790-8_3|http://biaa.eu/-upload/BIAA54.pdf
https://doi.org/10.1007/978-3-319-07124-4_57|Dynamic Materialization for Building Personalized Smart Cubes._2016
https://doi.org/10.1007/978-3-319-07124-4_57|https://d-nb.info/987741551
https://doi.org/10.1007/978-3-319-07124-4_57|https://doi.org/10.1007/978-3-662-55947-5_3
https://doi.org/10.1007/978-3-662-43505-2_34|https://doi.org/10.1109/COOPIS.1997.613809
https://doi.org/10.1007/978-3-662-43505-2_56|https://doi.org/10.1007/b11968
https://doi.org/10.1007/978-1-4614-8806-4_54|https://doi.org/10.1007/978-3-540-30468-5_16
https://doi.org/10.1007/978-1-4614-8806-4_54|Vouzzavedibisar._2010
https://doi.org/10.1007/978-3-662-43505-2_59|https://doi.org/10.1007/978-0-387-39940-9_918
https://doi.org/10.1007/978-3-662-43505-2_59|https://doi.org/10.1007/978-3-642-40069-8_2
https://doi.org/10.1007/978-1-4899-7637-6_28|https://doi.org/10.1007/978-0-387-39940-9_1498
https://doi.org/10.1007/978-1-4899-7637-6_28|https://d-nb.info/945389159
https://doi.org/10.1007/978-1-4614-8806-4_50|https://doi.org/10.1007/978-0-387-39940-9_783
https://doi.org/10.1007/978-3-319-95504-9_6|https://doi.org/10.1007/978-1-4612-4342-7
https://doi.org/10.1007/978-3-319-98161-1_14|https://doi.org/10.1007/978-0-387-46781-8
https://doi.org/10.1007/978-1-4899-7637-6_11|http://studia.complexica.net/index.php?option=com_content&view=article&id=79
https://doi.org/10.1007/978-3-540-92913-0_3|https://doi.org/10.1007/978-1-4615-1423-7
https://doi.org/10.1007/978-3-540-92913-0_3|https://d-nb.info/985468084
